acousticness,artists,danceability,duration_ms,energy,explicit,instrumentalness,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.192,['Post Malone'],0.695,215280,0.762,0,0.00244,0.0863,-3.497,1,Circles,89,2019-09-06,0.0395,120.042,0.5529999999999999,2019
0.598,['Clairo'],0.7440000000000001,188387,0.619,0,0.00372,0.231,-9.805,1,Sofia,87,2019-08-02,0.039,112.997,0.6409999999999999,2019
0.7,['Christmas 2019'],0.482,149682,0.501,0,0.000655,0.148,-4.905,1,It's the Most Wonderful Time of the Year,39,2019-09-13,0.0271,101.597,0.667,2019
0.122,['Harry Styles'],0.5479999999999999,174000,0.816,0,0.0,0.335,-4.209,1,Watermelon Sugar,91,2019-12-13,0.0465,95.39,0.557,2019
0.7509999999999999,['Lewis Capaldi'],0.501,182161,0.405,0,0.0,0.105,-5.678999999999999,1,Someone You Loved,90,2019-05-17,0.0319,109.891,0.446,2019
0.156,"['Wallows', 'Clairo']",0.682,178000,0.6829999999999999,0,2.32e-05,0.273,-6.444,0,Are You Bored Yet? (feat. Clairo),84,2019-03-22,0.0287,120.023,0.64,2019
0.373,['Pink Floyd'],0.517,292893,0.57,0,0.00887,0.188,-12.329,1,Learning to Fly - Remix 2019,38,2019-12-13,0.0325,82.98899999999998,0.484,2019
0.0967,['Lil Peep'],0.585,142000,0.471,1,0.0184,0.115,-9.934,0,Star Shopping,86,2019-04-19,0.0616,93.099,0.3229999999999999,2019
0.41,['Pink Floyd'],0.392,72280,0.131,0,0.8290000000000001,0.119,-20.893,1,Round and Around - Remix 2019,32,2019-12-13,0.0328,159.743,0.534,2019
0.0546,['Travis Scott'],0.598,175721,0.4270000000000001,1,5.83e-06,0.21,-8.764,0,HIGHEST IN THE ROOM,87,2019-10-04,0.0317,76.469,0.0605,2019
0.144,"['Earth, Wind & Fire']",0.696,215973,0.6940000000000001,0,3.02e-05,0.17,-11.577,1,September,38,2018-12-07,0.031,125.57,0.981,2018
0.0687,"['Juice WRLD', 'YoungBoy Never Broke Again']",0.474,189323,0.631,1,0.0,0.132,-5.884,0,Bandit (with YoungBoy Never Broke Again),83,2019-10-04,0.3429999999999999,180.051,0.425,2019
0.0275,['Pink Floyd'],0.433,342440,0.374,0,0.00479,0.109,-11.212,1,On the Turning Away - Remix 2019,33,2019-12-13,0.0286,100.017,0.106,2019
0.866,"['JP Saxe', 'Julia Michaels']",0.4639999999999999,208687,0.473,0,0.0,0.109,-10.086,1,If the World Was Ending - feat. Julia Michaels,86,2019-10-17,0.129,75.801,0.604,2019
0.00974,"['Mark Ronson', 'Bruno Mars']",0.85,270933,0.67,0,8.109999999999999e-05,0.0228,-5.327000000000001,1,Uptown Funk (feat. Bruno Mars),39,2018-12-07,0.0908,115.017,0.935,2018
0.208,['Doja Cat'],0.7490000000000001,226987,0.4629999999999999,1,0.0371,0.337,-8.433,1,Streets,85,2019-11-07,0.0828,90.02799999999998,0.19,2019
0.25,['Pink Floyd'],0.2,263893,0.281,0,0.0314,0.264,-22.387,0,Signs of Life - Remix 2019,32,2019-12-13,0.0833,76.35300000000002,0.0587,2019
0.1889999999999999,['DaBaby'],0.769,159715,0.787,1,0.0,0.129,-3.909,1,BOP,84,2019-09-27,0.3670000000000001,126.77,0.836,2019
0.211,['Pink Floyd'],0.5670000000000001,309933,0.556,0,0.0279999999999999,0.1009999999999999,-13.701,0,One Slip - Remix 2019,31,2019-11-29,0.0382,116.975,0.439,2019
0.21,['Harry Styles'],0.4479999999999999,208907,0.838,0,0.000131,0.131,-5.2570000000000014,0,Golden,88,2019-12-13,0.0557,139.863,0.254,2019
0.215,['Pink Floyd'],0.568,310173,0.5660000000000001,0,0.0318,0.0775,-13.595999999999998,0,One Slip - Remix 2019,31,2019-12-13,0.0377,116.977,0.444,2019
0.392,"['Mustard', 'Roddy Ricch']",0.809,180435,0.545,1,0.0,0.151,-6.678,1,Ballin' (with Roddy Ricch),83,2019-06-28,0.0735,97.008,0.244,2019
0.313,['Pink Floyd'],0.256,364747,0.473,0,0.000147,0.919,-10.339,1,The Dogs of War - Remix 2019,32,2019-12-13,0.0609,86.0,0.127,2019
0.0522,['Arizona Zervas'],0.621,163636,0.601,1,0.0,0.46,-5.6160000000000005,0,ROXANNE,86,2019-10-10,0.148,116.735,0.457,2019
0.0199,['Pink Floyd'],0.469,526480,0.59,0,0.564,0.0837,-11.614,1,Sorrow - Remix 2019,31,2019-11-29,0.0323,95.996,0.151,2019
0.8390000000000001,['Harry Styles'],0.5670000000000001,240133,0.267,0,1.46e-06,0.089,-6.502000000000002,1,Falling,87,2019-12-13,0.0299,110.011,0.0592,2019
0.0251,['TLC'],0.743,214400,0.675,0,0.000717,0.0685,-4.267,0,No Scrubs,39,2018-12-07,0.0953,92.909,0.59,2018
0.0237,['Harry Styles'],0.6759999999999999,207133,0.7709999999999999,0,7.000000000000003e-06,0.102,-3.675,1,Adore You,87,2019-12-13,0.0483,99.048,0.569,2019
0.0237,['Pink Floyd'],0.442,527453,0.585,0,0.629,0.0834,-11.603,1,Sorrow - Remix 2019,30,2019-12-13,0.0325,96.007,0.154,2019
0.183,['Surfaces'],0.878,158571,0.525,0,0.0,0.0714,-6.8320000000000025,1,Sunday Best,84,2019-01-06,0.0578,112.022,0.6940000000000001,2019
0.238,['Pink Floyd'],0.249,729240,0.555,0,0.0016699999999999,0.978,-11.489,0,Shine On You Crazy Diamond (Parts 1-5) - 2019 remix [Live],33,2019-12-13,0.0411,100.448,0.155,2019
0.8270000000000001,['Luke Combs'],0.552,219573,0.225,0,0.0,0.111,-11.501,1,Better Together,79,2019-11-08,0.0477,138.002,0.67,2019
0.0513,['Pink Floyd'],0.298,375427,0.406,0,0.588,0.201,-13.390999999999998,1,Yet Another Movie - Remix 2019,30,2019-12-13,0.0319,93.733,0.128,2019
0.149,['J. Cole'],0.8370000000000001,213594,0.364,1,0.0,0.271,-11.713,1,MIDDLE CHILD,81,2019-01-23,0.276,123.984,0.4629999999999999,2019
0.0107,['Pink Floyd'],0.48,376453,0.442,0,0.47,0.131,-14.58,1,Terminal Frost - Remix 2019,30,2019-12-13,0.0275,86.005,0.0695,2019
0.902,['Billie Eilish'],0.7040000000000001,245426,0.225,0,0.657,0.106,-14.454,0,everything i wanted,86,2019-11-13,0.0994,120.006,0.243,2019
0.0173,['Will Smith'],0.882,227933,0.8740000000000001,0,1.84e-06,0.152,-4.518,1,Gettin' Jiggy Wit It,36,2018-12-07,0.141,107.88,0.8420000000000001,2018
0.2689999999999999,"['Roddy Ricch', 'Mustard']",0.831,220487,0.499,1,0.0,0.3,-8.442,0,High Fashion (feat. Mustard),81,2019-12-06,0.114,97.956,0.511,2019
0.1689999999999999,"['Camila Cabello', 'Young Thug']",0.745,214773,0.544,0,5.33e-05,0.12,-4.517,0,Havana (feat. Young Thug),36,2018-12-07,0.0303,104.985,0.422,2018
0.153,"['Dan + Shay', 'Justin Bieber']",0.654,167693,0.63,0,0.0,0.111,-4.644,1,"10,000 Hours (with Justin Bieber)",84,2019-10-04,0.0259,89.991,0.43,2019
0.3279999999999999,['Billie Eilish'],0.701,194088,0.425,0,0.13,0.1,-10.965,1,bad guy,87,2019-03-29,0.375,135.128,0.562,2019
0.00103,['Pink Floyd'],0.193,594480,0.643,0,2.02e-05,0.8079999999999999,-10.085,1,Comfortably Numb - 2019 remix [Live],31,2019-12-13,0.0384,134.532,0.228,2019
0.6920000000000001,['Tones And I'],0.8240000000000001,209438,0.588,0,0.000104,0.149,-6.4,0,Dance Monkey,89,2019-10-17,0.0924,98.027,0.513,2019
0.978,['Billie Eilish'],0.3670000000000001,196077,0.111,0,3.97e-05,0.0897,-14.084,1,when the party's over,85,2019-03-29,0.0972,82.64200000000002,0.198,2019
0.721,['Pink Floyd'],0.163,106400,0.0368,0,0.14,0.157,-20.252,0,A New Machine Part 1 - Remix 2019,29,2019-12-13,0.0332,173.275,0.0396,2019
0.0758,['Juice WRLD'],0.745,248431,0.561,1,0.0,0.133,-4.869,1,Empty,81,2019-03-08,0.0807,77.557,0.449,2019
0.0284,['Pink Floyd'],0.321,553200,0.584,0,0.00014,0.959,-10.455,1,On the Turning Away - 2019 remix [Live],31,2019-12-13,0.0334,102.499,0.08,2019
0.123,"['Chris Brown', 'Drake']",0.696,260640,0.4539999999999999,1,0.0,0.155,-6.756,0,No Guidance (feat. Drake),82,2019-06-28,0.153,92.928,0.136,2019
0.0223,['Pink Floyd'],0.442,340827,0.387,0,0.00469,0.109,-11.162,1,On the Turning Away - Remix 2019,29,2019-11-29,0.0282,100.02,0.1169999999999999,2019
0.256,['Doja Cat'],0.787,237893,0.6729999999999999,1,3.57e-06,0.0904,-4.577,0,Say So,86,2019-11-07,0.158,110.962,0.7859999999999999,2019
0.0237,['Pink Floyd'],0.3389999999999999,318347,0.7440000000000001,0,0.00639,0.617,-10.255,0,Time - 2019 remix [Live],30,2019-12-13,0.0462,131.141,0.359,2019
0.212,['Pop Smoke'],0.5479999999999999,216387,0.805,1,0.000389,0.408,-5.732,1,Dior,85,2019-07-26,0.351,142.094,0.648,2019
0.6729999999999999,['Pink Floyd'],0.326,39427,0.0803,0,0.889,0.108,-20.299,1,A New Machine Part 2 - Remix 2019,28,2019-12-13,0.0403,56.14100000000001,0.0352,2019
0.15,"['Polo G', 'Lil Tjay']",0.772,166560,0.639,1,0.0,0.0698,-7.119,1,Pop Out (feat. Lil Tjay),81,2019-06-07,0.467,168.112,0.261,2019
0.0583,['Pink Floyd'],0.322,319907,0.621,0,0.0165,0.789,-11.729,1,Learning to Fly - 2019 remix [Live],30,2019-11-29,0.0377,85.101,0.599,2019
0.136,['Post Malone'],0.8290000000000001,149547,0.539,1,1.78e-06,0.103,-7.359,0,Wow.,83,2019-09-06,0.208,99.96,0.3879999999999999,2019
0.127,['Pink Floyd'],0.156,198933,0.1889999999999999,0,0.364,0.41,-22.691,1,Signs of Life - 2019 remix [Live],30,2019-12-13,0.0444,87.81299999999996,0.0366,2019
0.354,['Lil Tjay'],0.5670000000000001,224000,0.515,1,0.0,0.078,-10.265,0,F.N,82,2019-10-11,0.247,120.1,0.321,2019
0.0927,['Pink Floyd'],0.371,625240,0.7040000000000001,0,0.0152,0.3929999999999999,-10.558,1,Sorrow - 2019 remix [Live],29,2019-12-13,0.0417,95.046,0.1119999999999999,2019
0.5920000000000001,['Ariana Grande'],0.778,178627,0.317,1,0.0,0.0881,-10.732,0,7 rings,86,2019-02-08,0.3339999999999999,140.048,0.327,2019
0.0478,['Pink Floyd'],0.314,315400,0.652,0,0.015,0.789,-11.734000000000002,1,Learning to Fly - 2019 remix [Live],29,2019-12-13,0.048,170.09900000000005,0.518,2019
0.0902,['Olivia Rodrigo'],0.376,177323,0.43,0,0.0,0.0912,-6.585,0,"All I Want - From ""High School Musical: The Musical: The Series""",82,2019-11-27,0.0328,77.59899999999998,0.129,2019
0.389,['Pink Floyd'],0.4479999999999999,278507,0.366,0,0.000847,0.8190000000000001,-13.691,1,Wish You Were Here - 2019 remix [Live],32,2019-12-13,0.0297,132.173,0.146,2019
0.23,"['Tyler, The Creator']",0.5539999999999999,190067,0.498,1,5.98e-06,0.795,-8.866,1,EARFQUAKE,80,2019-05-17,0.0685,79.635,0.413,2019
0.00745,['Pink Floyd'],0.161,376907,0.579,0,0.0293,0.283,-11.515,1,Yet Another Movie - 2019 remix [Live],29,2019-12-13,0.0414,94.939,0.318,2019
0.8370000000000001,['Maroon 5'],0.764,189486,0.32,0,0.0,0.0822,-7.209,1,Memories,88,2019-09-20,0.0546,91.019,0.575,2019
0.00583,['Pink Floyd'],0.395,326373,0.7659999999999999,0,0.00637,0.775,-11.041,1,"Another Brick In the Wall, Part 2 - 2019 remix [Live]",34,2019-12-13,0.0512,105.41,0.611,2019
0.11,['Lizzo'],0.715,173325,0.624,1,0.0,0.123,-3.0460000000000003,0,Truth Hurts,78,2019-04-19,0.114,158.08700000000005,0.412,2019
0.0068,['Ginuwine'],0.545,324800,0.647,0,0.000904,0.503,-8.079,0,Pony,38,2018-12-07,0.284,142.026,0.957,2018
0.00531,['Parker McCollum'],0.562,244798,0.6829999999999999,0,0.0,0.107,-4.427,1,Pretty Heart,76,2019-08-30,0.0296,132.003,0.385,2019
0.0522,['Pink Floyd'],0.446,465813,0.915,0,0.1889999999999999,0.952,-9.551,0,Run Like Hell - 2019 remix [Live],28,2019-11-29,0.1,122.343,0.158,2019
0.1009999999999999,"['Drake', 'Rick Ross']",0.831,205427,0.502,1,0.0,0.122,-4.045,0,Money In The Grave (Drake ft. Rick Ross),81,2019-06-15,0.046,100.541,0.1009999999999999,2019
0.637,['Pink Floyd'],0.326,34573,0.313,0,7.269999999999999e-05,0.652,-16.938,0,A New Machine Part 2 - 2019 remix [Live],28,2019-12-13,0.0342,98.119,0.522,2019
0.471,['Labrinth'],0.316,153294,0.63,0,0.262,0.205,-5.962999999999999,1,Still Don't Know My Name,84,2019-10-04,0.1169999999999999,89.64299999999999,0.313,2019
0.118,['Pink Floyd'],0.337,459813,0.379,0,2.8300000000000014e-05,0.982,-10.804,1,Us and Them - 2019 remix [Live],29,2019-11-29,0.027,75.628,0.16,2019
0.132,['Dayglow'],0.6409999999999999,278769,0.8420000000000001,0,0.91,0.419,-7.27,1,Can I Call You Tonight?,81,2019-11-14,0.0292,129.98,0.5,2019
0.0276,['Pink Floyd'],0.365,465147,0.502,0,0.00212,0.737,-11.68,1,Welcome to the Machine - 2019 remix [Live],28,2019-12-13,0.0328,131.096,0.0455,2019
0.2289999999999999,['Ariana Grande'],0.7170000000000001,207320,0.653,1,0.0,0.1009999999999999,-5.634,1,"thank u, next",84,2019-02-08,0.0658,106.966,0.412,2019
0.00433,['Pink Floyd'],0.344,377133,0.48,0,0.00312,0.679,-12.786,1,Terminal Frost - 2019 remix [Live],28,2019-12-13,0.0284,174.21400000000003,0.221,2019
0.0104,"['JACKBOYS', 'Travis Scott', 'Young Thug']",0.802,157712,0.591,1,0.0,0.196,-4.895,1,OUT WEST (feat. Young Thug),83,2019-12-27,0.225,139.864,0.309,2019
0.0232,['Pink Floyd'],0.228,378480,0.949,0,0.0133,0.721,-9.486,0,One of These Days - 2019 remix [Live],28,2019-12-13,0.201,128.686,0.0715,2019
0.0608,['DaBaby'],0.8759999999999999,163320,0.662,1,0.0,0.127,-6.482,0,Suge,78,2019-03-01,0.426,75.445,0.8440000000000001,2019
0.0992,['Kesha'],0.758,199693,0.838,0,0.0,0.288,-2.713,0,TiK ToK,36,2018-12-07,0.122,120.029,0.711,2018
0.604,['Lewis Capaldi'],0.4589999999999999,215107,0.575,0,0.0,0.0885,-4.8580000000000005,1,Before You Go,84,2019-11-19,0.0573,111.881,0.183,2019
0.64,['Il Volo'],0.312,192030,0.662,0,3.13e-06,0.0889,-4.4910000000000005,1,Un amore così grande - 2019,21,2019-11-08,0.0386,130.255,0.165,2019
0.913,"['Jeremy Zucker', 'Chelsea Cutler']",0.561,219147,0.0848,0,2.62e-05,0.1119999999999999,-15.099,1,you were good to me,81,2019-05-03,0.0404,102.128,0.206,2019
0.0199,"['Usher', 'Lil Jon', 'Ludacris']",0.645,250373,0.787,0,0.0,0.0418,-4.732,1,Yeah! (feat. Lil Jon & Ludacris),38,2018-12-07,0.26,105.043,0.5529999999999999,2018
0.449,['BROCKHAMPTON'],0.4529999999999999,204533,0.5379999999999999,1,0.0,0.19,-8.212,1,SUGAR,80,2019-08-23,0.0638,122.973,0.516,2019
0.772,['Pink Floyd'],0.245,95507,0.361,0,0.0045299999999999,0.6990000000000001,-18.111,0,A New Machine Part 1 - 2019 remix [Live],28,2019-12-13,0.0516,113.315,0.35,2019
0.24,"['Doja Cat', 'Gucci Mane']",0.879,163173,0.499,1,0.0,0.0967,-6.027,0,Like That (feat. Gucci Mane),80,2019-11-07,0.18,106.043,0.405,2019
0.0734,['Pink Floyd'],0.2769999999999999,34573,0.46,0,0.422,0.949,-17.69,0,Round and Around - 2019 remix [Live],28,2019-12-13,0.0518,159.884,0.964,2019
0.0204,['Lil Tecca'],0.745,131240,0.642,1,0.0,0.0658,-6.2570000000000014,0,Ransom,82,2019-08-30,0.287,179.97400000000005,0.226,2019
0.0816,['Pink Floyd'],0.2189999999999999,482493,0.6709999999999999,0,0.000537,0.982,-9.321,1,The Dogs of War - 2019 remix [Live],28,2019-12-13,0.0677,86.066,0.165,2019
0.621,['Jason Aldean'],0.512,178147,0.58,0,1.7199999999999998e-05,0.513,-6.658,0,Got What I Got,75,2019-11-22,0.0289999999999999,159.847,0.303,2019
0.349,['Pink Floyd'],0.608,415827,0.259,0,0.0038399999999999,0.143,-13.58,0,"High Hopes - Early Version, 1994 Recording",32,2019-11-29,0.03,148.157,0.192,2019
0.0257,"['Machine Gun Kelly', 'YUNGBLUD', 'Travis Barker']",0.628,169397,0.7440000000000001,1,0.0,0.313,-4.718,1,I Think I'm OKAY (with YUNGBLUD & Travis Barker),80,2019-07-05,0.0379,119.921,0.2769999999999999,2019
0.0109,['Pink Floyd'],0.351,497987,0.735,0,0.000397,0.785,-9.182,0,Money - 2019 remix [Live],27,2019-12-13,0.0453,132.25,0.579,2019
0.0686,"['Surf Mesa', 'Emilee']",0.674,176547,0.774,0,0.00188,0.3929999999999999,-7.567,0,ily (i love you baby) (feat. Emilee),86,2019-11-26,0.0892,112.05,0.33,2019
0.121,['Pink Floyd'],0.344,457640,0.392,0,2.8300000000000014e-05,0.921,-10.607,1,Us and Them - 2019 remix [Live],26,2019-12-13,0.0279999999999999,75.988,0.158,2019
0.677,['Old Dominion'],0.706,186240,0.358,0,0.0,0.107,-8.331,1,One Man Band,76,2019-10-25,0.0347,75.991,0.478,2019
0.436,['Pink Floyd'],0.261,291000,0.447,0,0.000839,0.718,-10.029,1,The Great Gig In the Sky - 2019 remix [Live],28,2019-12-13,0.0358,120.772,0.13,2019
0.0139,['Luke Combs'],0.5379999999999999,186733,0.863,0,0.0,0.0874,-4.4830000000000005,1,Beer Never Broke My Heart,77,2019-11-08,0.0481,77.001,0.637,2019
0.161,['Pink Floyd'],0.547,368747,0.857,0,0.0574,0.973,-10.912,0,One Slip - 2019 remix [Live],26,2019-12-13,0.0589,117.057,0.353,2019
0.236,['Morgan Wallen'],0.525,292663,0.4370000000000001,0,7.03e-06,0.121,-8.285,1,Cover Me Up,75,2019-04-05,0.0272,127.994,0.195,2019
0.138,['Pink Floyd'],0.276,168947,0.634,0,0.7659999999999999,0.38,-19.029,1,On the Run - 2019 remix [Live],26,2019-12-13,0.238,81.97,0.0398,2019
0.604,['Lewis Capaldi'],0.4589999999999999,215107,0.575,0,0.0,0.0885,-4.8580000000000005,1,Before You Go,85,2019-11-22,0.0573,111.881,0.183,2019
0.0539,['Pink Floyd'],0.319,490573,0.92,0,0.18,0.958,-9.666,0,Run Like Hell - 2019 remix [Live],26,2019-12-13,0.132,122.127,0.12,2019
0.952,['Billie Eilish'],0.421,291796,0.131,0,0.0045299999999999,0.109,-18.435,1,i love you,81,2019-03-29,0.0382,137.446,0.12,2019
0.284,"['Shakira', 'Wyclef Jean']",0.778,218093,0.8240000000000001,0,0.0,0.405,-5.892,0,Hips Don't Lie (feat. Wyclef Jean),35,2018-12-07,0.0712,100.024,0.7559999999999999,2018
0.223,"['Topic', 'A7S']",0.789,166794,0.72,0,0.0,0.129,-5.652,0,Breaking Me,89,2019-12-19,0.218,122.031,0.664,2019
0.3,['Pink Floyd'],0.418,283827,0.382,0,0.00207,0.737,-14.1,1,Wish You Were Here - Live at Knebworth 1990,33,2019-11-29,0.0304,128.959,0.262,2019
0.946,['Lewis Capaldi'],0.736,220492,0.308,0,0.0,0.186,-7.83,1,Bruises,83,2019-05-17,0.0677,111.202,0.361,2019
0.0045899999999999,['Pink Floyd'],0.348,199240,0.473,0,0.7040000000000001,0.118,-14.783,0,Marooned Jam - 1994 Recording,30,2019-11-29,0.0475,151.241,0.286,2019
0.0125,['Dua Lipa'],0.794,183290,0.7929999999999999,0,0.0,0.0952,-4.521,0,Don't Start Now,85,2019-10-31,0.0842,123.941,0.677,2019
0.00554,['Pink Floyd'],0.226,463000,0.578,0,0.0139999999999999,0.8640000000000001,-11.492,0,Comfortably Numb - Live at Knebworth 1990,30,2019-11-29,0.0362,133.35299999999998,0.149,2019
0.177,['Baby Keem'],0.83,129882,0.564,1,0.0,0.128,-7.822,1,ORANGE SODA,78,2019-07-19,0.235,85.042,0.107,2019
0.374,['Ali Gatie'],0.732,212607,0.4629999999999999,0,0.0,0.1939999999999999,-6.972,0,It's You,84,2019-11-08,0.0287,95.971,0.397,2019
0.183,['Pink Floyd'],0.667,334880,0.4589999999999999,0,0.0247,0.121,-13.939,1,Lost for Words - Tour Rehearsal 1994,30,2019-11-29,0.0282,98.038,0.351,2019
0.3879999999999999,['MarMar Oso'],0.7240000000000001,233023,0.2689999999999999,1,0.0,0.0808,-15.465,1,Ruthless (Nice Guys Always Finish Last),79,2019-08-14,0.0456,86.042,0.866,2019
0.217,['Pink Floyd'],0.241,677440,0.452,0,0.0826,0.936,-12.11,0,Shine On You Crazy Diamond (Parts 1-5) - Live at Knebworth 1990,29,2019-11-29,0.0361,144.28799999999995,0.0938,2019
0.5329999999999999,"['Post Malone', 'Swae Lee']",0.755,157560,0.522,0,0.0,0.0685,-4.368,1,Sunflower - Spider-Man: Into the Spider-Verse,82,2019-09-06,0.0575,89.96,0.925,2019
0.107,"['benny blanco', 'Juice WRLD']",0.731,177847,0.65,1,0.0,0.124,-5.2860000000000005,1,Graduation (with Juice WRLD),79,2019-08-30,0.271,154.968,0.605,2019
0.883,"['Joseph Hellmesberger, Jr.', 'Christian Thielemann', 'Wiener Philharmoniker']",0.113,169280,0.034,0,0.204,0.0865,-32.991,1,Entr'acte-Valse,32,2019-02-01,0.0475,181.306,0.133,2019
0.733,['Sam Fischer'],0.605,194853,0.377,0,0.0,0.0808,-6.212999999999999,1,This City,83,2019-12-11,0.0443,73.877,0.519,2019
0.958,['KRV'],0.519,105378,0.284,0,0.0031899999999999,0.53,-11.069,1,Playing Guitar At 4 Years Old - 2019 Remastered,14,2019-09-26,0.0374,62.827,0.0352,2019
0.172,['Juice WRLD'],0.635,215381,0.537,1,0.0,0.418,-7.895,0,Let Me Know (I Wonder Why Freestyle),78,2019-12-07,0.0832,125.028,0.3829999999999999,2019
0.5920000000000001,['Il Volo'],0.392,236085,0.76,0,0.0,0.142,-5.049,1,Il Mondo - 2019,17,2019-11-08,0.0606,79.133,0.258,2019
0.278,['Maren Morris'],0.612,197293,0.57,0,0.0,0.0963,-6.642,0,The Bones,76,2019-03-08,0.0347,77.002,0.3339999999999999,2019
0.00155,"['Richard Durand', 'Christina Novelli']",0.516,197871,0.882,0,0.00892,0.157,-6.995,1,Save You,34,2019-12-13,0.0645,137.966,0.531,2019
0.3339999999999999,['YNW Melly'],0.735,222997,0.369,1,0.0,0.126,-9.682,0,Suicidal,79,2019-11-22,0.0688,140.004,0.235,2019
0.0319,"['Calvin Harris', 'Dua Lipa']",0.753,209040,0.852,0,8.63e-06,0.3279999999999999,-4.0280000000000005,0,One Kiss,43,2018-12-07,0.138,124.023,0.586,2018
0.0131,['iann dior'],0.63,131213,0.63,0,0.0,0.142,-6.211,1,emotions,79,2019-05-22,0.0395,80.512,0.163,2019
0.00485,['Trap Remix Guys'],0.732,91800,0.7,0,0.405,0.39,-5.4670000000000005,1,It's the Most Wonderful Time of the Year (Trap Remix),19,2019-11-28,0.0352,99.975,0.127,2019
0.885,['Jaymes Young'],0.501,228443,0.1669999999999999,0,0.0,0.111,-14.061,1,Happiest Year,82,2019-07-12,0.0484,112.275,0.356,2019
0.000147,"['DJ Hooligan', 'Graham Bell']",0.547,52499,0.93,0,0.512,0.0995,-7.497000000000001,0,Hear You Now (Mixed) - Graham Bell 2019 Remix,26,2019-12-13,0.0472,128.016,0.757,2019
0.108,"['Ellie Goulding', 'Juice WRLD']",0.657,186223,0.768,0,0.0,0.144,-4.628,1,Hate Me (with Juice WRLD),80,2019-06-26,0.0507,75.025,0.759,2019
0.0203,['NerdOut'],0.516,280660,0.812,0,0.0,0.28,-6.261,1,The 2019 Gaming Rap Up,20,2019-12-31,0.4379999999999999,86.863,0.467,2019
0.0427,['Jonas Brothers'],0.8420000000000001,181027,0.7340000000000001,0,0.0,0.106,-5.065,0,Sucker,83,2019-06-07,0.0588,137.958,0.952,2019
0.456,"['Post Malone', 'Young Thug']",0.5479999999999999,174853,0.653,1,0.0,0.103,-3.875,1,Goodbyes (feat. Young Thug),81,2019-09-06,0.081,150.06799999999996,0.163,2019
0.321,['City Blues Connection'],0.563,242347,0.7170000000000001,0,1.6e-05,0.29,-5.822,1,Tough Times (2005 Version),25,2019-09-30,0.0834,119.83,0.617,2019
0.0948,['Lil Uzi Vert'],0.7290000000000001,243976,0.603,1,0.0,0.113,-6.7360000000000015,0,Sanguine Paradise,76,2019-04-09,0.0666,134.972,0.207,2019
0.1159999999999999,['City Blues Connection'],0.568,308477,0.787,0,0.00305,0.522,-6.765,1,Mr. President,24,2019-09-30,0.0462,108.015,0.695,2019
0.152,"['J Balvin', 'Bad Bunny']",0.754,242573,0.6459999999999999,0,1.85e-05,0.108,-5.795,1,LA CANCIÓN,83,2019-06-28,0.317,176.08900000000003,0.429,2019
0.0513,['Rod Wave'],0.733,159670,0.389,1,0.0,0.141,-8.468,0,Heart On Ice,76,2019-06-14,0.0738,157.878,0.244,2019
0.5870000000000001,['Ashe'],0.5720000000000001,201084,0.406,1,4.48e-06,0.102,-8.624,1,Moral of the Story,80,2019-02-14,0.0427,119.812,0.265,2019
0.498,"['Calvin Harris', 'Frank Ocean', 'Migos']",0.737,230813,0.795,1,1.19e-06,0.254,-3.3,0,Slide (feat. Frank Ocean & Migos),26,2018-12-07,0.0545,104.066,0.512,2018
0.594,['Frank Ocean'],0.861,133680,0.647,1,0.6609999999999999,0.114,-7.425,1,In My Room,78,2019-11-02,0.0675,158.037,0.67,2019
0.0004269999999999,"['Ruben de Ronde', 'Elevven', 'Lara']",0.5579999999999999,58160,0.897,0,0.0678,0.302,-8.977,1,Shadow Of Us (Electronic Family 2019 Anthem) [Mixed],23,2019-12-13,0.0432,130.029,0.411,2019
0.295,"['KAROL G', 'Nicki Minaj']",0.8029999999999999,200960,0.715,0,0.000134,0.0574,-3.28,1,Tusa,87,2019-11-07,0.298,101.085,0.574,2019
0.103,['Outkast'],0.727,235213,0.974,0,0.000532,0.174,-2.261,0,Hey Ya!,25,2018-12-07,0.0664,79.52600000000002,0.965,2018
0.0906,"['Post Malone', 'Ozzy Osbourne', 'Travis Scott']",0.499,229573,0.8,0,0.0,0.147,-2.665,0,Take What You Want (feat. Ozzy Osbourne & Travis Scott),78,2019-09-06,0.0502,139.91899999999998,0.272,2019
0.0641,['City Blues Connection'],0.424,310613,0.807,0,0.000148,0.2239999999999999,-6.8,1,This Angel Shuffle (2013 Version),23,2019-09-30,0.0577,130.04399999999998,0.768,2019
0.0794,"['DaBaby', 'Lil Baby', 'Moneybagg Yo']",0.816,136366,0.5820000000000001,1,5.84e-06,0.0916,-4.141,1,TOES (feat. Lil Baby & Moneybagg Yo),76,2019-09-27,0.341,160.004,0.542,2019
0.483,['Mike & The Mechanics'],0.513,384947,0.62,0,0.0,0.0797,-6.849,1,The Living Years - 2019 Version,24,2019-04-05,0.0317,97.869,0.196,2019
0.042,['24kGoldn'],0.6859999999999999,112493,0.541,0,0.0,0.0675,-4.993,0,CITY OF ANGELS,79,2019-11-22,0.0493,120.082,0.7240000000000001,2019
0.109,['NerdOut'],0.657,248712,0.5770000000000001,0,0.0,0.107,-8.297,0,The 2019 Big Screen Rap Up,19,2019-12-31,0.0436,92.01,0.178,2019
